FunctionalArea,RoleID,RoleName,Lvl,CourseNo,LMSCode,CourseTitle,DeliveryMethod,CourseID,DurationHours,DurationLonghand
Personnel Administration,PA.17,HR Display UP,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.18,HR Display All restricted,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.18,HR Display All restricted,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.18,HR Display All restricted,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.18,HR Display All restricted,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.18,HR Display All restricted,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.18,HR Display All restricted,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.18,HR Display All restricted,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.19,HR Display CIC restricted,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.19,HR Display CIC restricted,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.19,HR Display CIC restricted,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.19,HR Display CIC restricted,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.19,HR Display CIC restricted,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.19,HR Display CIC restricted,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.20,HR Display LS restricted,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.20,HR Display LS restricted,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.20,HR Display LS restricted,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.20,HR Display LS restricted,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.20,HR Display LS restricted,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.20,HR Display LS restricted,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.20,HR Display LS restricted,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.22,HR Display UNV restricted,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.22,HR Display UNV restricted,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.22,HR Display UNV restricted,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.22,HR Display UNV restricted,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.22,HR Display UNV restricted,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.22,HR Display UNV restricted,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.22,HR Display UNV restricted,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.23,HR Display UP restricted,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.23,HR Display UP restricted,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.23,HR Display UP restricted,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.23,HR Display UP restricted,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.23,HR Display UP restricted,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.23,HR Display UP restricted,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.23,HR Display UP restricted,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.24,HR Reports All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.24,HR Reports All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.24,HR Reports All,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.24,HR Reports All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.24,HR Reports All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.24,HR Reports All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.24,HR Reports All,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.25,HR Reports LS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.25,HR Reports LS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.25,HR Reports LS,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.25,HR Reports LS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.25,HR Reports LS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.25,HR Reports LS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.25,HR Reports LS,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.26,HR Reports NS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.26,HR Reports NS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.26,HR Reports NS,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.26,HR Reports NS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.26,HR Reports NS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.26,HR Reports NS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.26,HR Reports NS,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.27,HR Exception Log Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.27,HR Exception Log Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.27,HR Exception Log Administrator,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.27,HR Exception Log Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.27,HR Exception Log Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.27,HR Exception Log Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.27,HR Exception Log Administrator,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.28,HR MiniMaster,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.28,HR MiniMaster,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.28,HR MiniMaster,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.28,HR MiniMaster,1,155,LMS-1737,Umoja Travel Overview,CBT,TV155,3,3 hours
Personnel Administration,PA.28,HR MiniMaster,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.28,HR MiniMaster,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.28,HR MiniMaster,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.28,HR MiniMaster,3,393,LMS-2073,HR Mini Master **,ILT,SC393,3.5,.5 day
Personnel Administration,PA.28,HR MiniMaster,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.28,HR MiniMaster,3,3142,LMS-1996,Umoja Create Official Travel Request,CBT,TV3142,3.5,.5 day
Personnel Administration,PA.28,HR MiniMaster,3,3144,LMS-1997,Umoja Create HR and Entitlement Travel Request,CBT,TV3144,3.5,.5 day
Personnel Administration,PA.28,HR MiniMaster,3,3146,LMS-1998,Umoja Create Shipment Request of Personal Items,CBT,TV3146,3.5,.5 day
Personnel Administration,PA.28,HR MiniMaster,3,3147,LMS-1999,Umoja Process Expense Report,CBT,TV3147,3.5,.5 day
Personnel Administration,PA.29,HR Global Index Requestor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.29,HR Global Index Requestor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.29,HR Global Index Requestor,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.29,HR Global Index Requestor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.29,HR Global Index Requestor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.29,HR Global Index Requestor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.30,HR Global Index Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.30,HR Global Index Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.30,HR Global Index Administrator,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.30,HR Global Index Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.30,HR Global Index Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.30,HR Global Index Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.31,HR Reference Table Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.31,HR Reference Table Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.31,HR Reference Table Administrator,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.31,HR Reference Table Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.31,HR Reference Table Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.31,HR Reference Table Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.31,HR Reference Table Administrator,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Personnel Administration,PA.32,HR Partner Support,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Personnel Administration,PA.32,HR Partner Support,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Personnel Administration,PA.32,HR Partner Support,1,153,LMS-1715,Umoja Organizational Management Overview,CBT,OM153,3,3 hours
Personnel Administration,PA.32,HR Partner Support,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Personnel Administration,PA.32,HR Partner Support,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Personnel Administration,PA.32,HR Partner Support,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Personnel Administration,PA.32,HR Partner Support,3,3125,LMS-1888,Umoja Benefits Employee Self-Service (ESS) Overview,CBT,BN3125,2,2 hours
Programme Projects,PP.01,Project Management Approver,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Programme Projects,PP.01,Project Management Approver,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Programme Projects,PP.01,Project Management Approver,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Programme Projects,PP.01,Project Management Approver,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Programme Projects,PP.01,Project Management Approver,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Programme Projects,PP.01,Project Management Approver,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Programme Projects,PP.01,Project Management Approver,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Programme Projects,PP.01,Project Management Approver,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Programme Projects,PP.01,Project Management Approver,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Programme Projects,PP.01,Project Management Approver,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Programme Projects,PP.01,Project Management Approver,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Programme Projects,PP.02,Project Management User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Programme Projects,PP.02,Project Management User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Programme Projects,PP.02,Project Management User,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Programme Projects,PP.02,Project Management User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Programme Projects,PP.02,Project Management User,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Programme Projects,PP.02,Project Management User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Programme Projects,PP.02,Project Management User,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Programme Projects,PP.02,Project Management User,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Programme Projects,PP.02,Project Management User,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Programme Projects,PP.02,Project Management User,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Programme Projects,PP.02,Project Management User,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Programme Projects,PP.03,Project Management Master Data Maintainer,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Programme Projects,PP.03,Project Management Master Data Maintainer,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Programme Projects,PP.03,Project Management Master Data Maintainer,1,106,LMS-1340,Umoja Grants Management Overview,CBT,FI106,2,2 hours
Programme Projects,PP.03,Project Management Master Data Maintainer,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Programme Projects,PP.03,Project Management Master Data Maintainer,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Programme Projects,PP.03,Project Management Master Data Maintainer,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Programme Projects,PP.03,Project Management Master Data Maintainer,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Programme Projects,PP.03,Project Management Master Data Maintainer,3,311,LMS-1306,Umoja Grants Management Process - Framework I,ILT,FI311,17.5,2.5 days
Programme Projects,PP.03,Project Management Master Data Maintainer,3,312,LMS-1571,Umoja Grants Management Process - Framework II,ILT,FI312,17.5,2.5 days
Programme Projects,PP.03,Project Management Master Data Maintainer,3,313,LMS-1931,Umoja Grants Management Process – Pass-through Grants Execution,ILT,FI313,17.5,2.5 days
Programme Projects,PP.03,Project Management Master Data Maintainer,3,315,LMS-1307,Umoja Project Management Process,ILT,PJ315,17.5,2.5 days
Payroll,PY.01,Payroll Master Data Maintainer All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.01,Payroll Master Data Maintainer All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.01,Payroll Master Data Maintainer All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.01,Payroll Master Data Maintainer All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.01,Payroll Master Data Maintainer All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.02,Payroll Master Data Maintainer LS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.02,Payroll Master Data Maintainer LS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.02,Payroll Master Data Maintainer LS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.02,Payroll Master Data Maintainer LS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.02,Payroll Master Data Maintainer LS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.03,Payroll Master Data Maintainer NS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.03,Payroll Master Data Maintainer NS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.03,Payroll Master Data Maintainer NS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.03,Payroll Master Data Maintainer NS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.03,Payroll Master Data Maintainer NS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.04,Payroll Administrator All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.04,Payroll Administrator All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.04,Payroll Administrator All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.04,Payroll Administrator All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.04,Payroll Administrator All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.05,Payroll Administrator LS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.05,Payroll Administrator LS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.05,Payroll Administrator LS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.05,Payroll Administrator LS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.05,Payroll Administrator LS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.06,Payroll Administrator NS,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.06,Payroll Administrator NS,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.06,Payroll Administrator NS,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.06,Payroll Administrator NS,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.06,Payroll Administrator NS,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.07,Payroll Lead Processor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.07,Payroll Lead Processor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.07,Payroll Lead Processor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.07,Payroll Lead Processor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.07,Payroll Lead Processor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.08,Payroll Regional Lead Processor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.08,Payroll Regional Lead Processor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.08,Payroll Regional Lead Processor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.08,Payroll Regional Lead Processor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.08,Payroll Regional Lead Processor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.09,Payroll Offcycle Processor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.09,Payroll Offcycle Processor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.09,Payroll Offcycle Processor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.09,Payroll Offcycle Processor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.09,Payroll Offcycle Processor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.10,Payroll Payment Processor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.10,Payroll Payment Processor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.10,Payroll Payment Processor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.10,Payroll Payment Processor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.10,Payroll Payment Processor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.11,Payroll Interface Processor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.11,Payroll Interface Processor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.11,Payroll Interface Processor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.11,Payroll Interface Processor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.11,Payroll Interface Processor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.12,Payroll Display All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.12,Payroll Display All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.12,Payroll Display All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.12,Payroll Display All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.12,Payroll Display All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.12,Payroll Display All,3,301,LMS-1289,Umoja Advanced BI Navigation,CBT,NV301,4,4 hours
Payroll,PY.15,Payroll Report All,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.15,Payroll Report All,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.15,Payroll Report All,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.15,Payroll Report All,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.15,Payroll Report All,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.15,Payroll Report All,3,301,LMS-1289,Umoja Advanced BI Navigation,CBT,NV301,4,4 hours
Payroll,PY.18,Payroll Bank Signatory,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Payroll,PY.18,Payroll Bank Signatory,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Payroll,PY.18,Payroll Bank Signatory,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Payroll,PY.18,Payroll Bank Signatory,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Payroll,PY.18,Payroll Bank Signatory,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Payroll,PY.18,Payroll Bank Signatory,3,301,LMS-1289,Umoja Advanced BI Navigation,CBT,NV301,4,4 hours
Receive to Distribute,RD.01,RD Inbound Coordinator,-,-,LMS-1335,Update Inbound Delivery Document,Job Aid,,,
Receive to Distribute,RD.02,RD Property Control User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.02,RD Property Control User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
