Activity,Employee Index Number
LMS-1999-3,235003
LMS-1888-8,10036303
LMS-1998-3,10036303
LMS-1346-2,228148
LMS-1737-5,329754
LMS-2001-1,10036303
LMS-1347-2,10023650
LMS-1344-3,789983
LMS-1957-186,849994
LMS-1957-186,32924
LMS-1957-186,371795
LMS-1996-7,668835
LMS-2000-1,617202
LMS-1336-2,134965
LMS-1998-3,134965
LMS-1999-3,134965
LMS-1745-2,566630
LMS-1999-3,634797
LMS-1888-8,334677
LMS-2000-1,334677
LMS-1529-191,246046
LMS-1529-191,597892
LMS-2002-1,77545
LMS-1570-1,10006533
LMS-1957-171,10008720
LMS-1335-6,10036303
LMS-2183-38,927120
LMS-2183-38,968997
LMS-2183-38,219636
LMS-1303-227,82190
LMS-1303-227,841622
LMS-1564-217,178631
LMS-1564-217,383104
LMS-1564-217,702458
LMS-1564-217,10007284
LMS-1306-82,841622
LMS-1306-82,977453
LMS-1306-82,175453
LMS-1997-3,10032832
LMS-1345-2,484274
LMS-1349-2,10036303
LMS-1999-3,484274
LMS-1340-2,115049
LMS-1336-2,175453
LMS-1340-2,175453
LMS-2002-1,691683
LMS-2000-1,691683
LMS-1775-3,353783
LMS-1344-3,293139
LMS-1356-2,381472
LMS-1342-2,10036303
LMS-1327-40,10006774
LMS-1715-2,330217
LMS-1345-2,567464
LMS-2001-1,9890
LMS-2002-1,9890
LMS-1997-3,571930
LMS-1714-3,32524
LMS-1336-2,148036
LMS-1714-3,866385
LMS-2002-1,817126
LMS-1737-5,46051
LMS-2003-1,5394
LMS-1355-2,10037669
LMS-2000-1,593951
LMS-1349-2,322608
LMS-1354-3,968285
LMS-1354-3,187507
LMS-2241-11,92261
LMS-1737-5,263433
LMS-2168-239,
LMS-1998-3,263433
LMS-1356-2,615487
LMS-1354-3,567464
LMS-1888-8,630325
LMS-2073-58,838509
LMS-1320-361,492502
LMS-1320-361,31696
LMS-1320-361,153917
LMS-2000-1,462437
LMS-2002-1,829314
LMS-1714-3,70288
LMS-2002-1,462437
LMS-1714-3,258805
LMS-1714-3,610514
LMS-2001-1,694187
LMS-2002-1,69840
LMS-2002-1,854310
LMS-2193-251,442831
LMS-2193-251,56575
LMS-1320-363,51361
LMS-1320-363,2200
LMS-1320-363,904905
LMS-1320-363,502531
LMS-1289-3,10042239
LMS-2244-236,337772
LMS-1443-4,10037669
LMS-1487-32,10037669
LMS-1354-3,810072
LMS-1347-2,20934
LMS-1888-8,792447
LMS-1354-3,174570
LMS-1356-2,739091
LMS-1289-3,739091
LMS-1342-2,506281
LMS-1624-2,539826
LMS-1737-5,60850
LMS-2175-3,82336
LMS-2001-1,682442
LMS-2244-271,262507
LMS-2001-1,565591
LMS-2002-1,839474
LMS-2000-1,64478
LMS-1355-2,314938
LMS-1354-3,136739
LMS-1737-5,148036
LMS-2193-256,837505
LMS-2193-256,170172
LMS-2193-256,742504
LMS-2244-268,837505
LMS-1888-8,315436
LMS-1737-5,827182
LMS-2244-271,319006
LMS-2244-271,387318
LMS-2244-271,305628
LMS-1355-2,399105
LMS-1327-40,399105
LMS-1714-3,201622
LMS-1714-3,421343
LMS-2002-1,499193
LMS-2001-1,871581
LMS-2002-1,725018
LMS-2001-1,191115
LMS-2193-247,395378
LMS-2193-247,424384
LMS-2193-247,138930
LMS-2244-237,600344
LMS-2244-237,789024
LMS-2244-237,424384
LMS-2244-237,362925
LMS-2244-237,138930
LMS-2244-237,390332
LMS-2244-237,409290
LMS-2193-247,409290
LMS-2001-1,955287
LMS-1888-8,194837
LMS-2001-1,194837
LMS-2001-1,259939
LMS-2002-1,259939
LMS-1888-8,259939
LMS-1714-3,171092
LMS-1888-8,171092
LMS-1888-8,803495
LMS-1745-2,823658
LMS-1356-2,803495
LMS-1888-8,598043
LMS-1888-8,600933
LMS-1714-3,877235
LMS-2001-1,119600
LMS-1335-6,314938
LMS-2000-1,227406
LMS-1714-3,341016
LMS-1929-2,347406
LMS-1289-3,225637
LMS-1335-6,446437
LMS-1339-2,314938
LMS-1888-8,323155
LMS-1327-40,571930
LMS-1336-2,151081
LMS-1335-6,771682
LMS-2000-1,109972
LMS-2001-1,109972
LMS-1335-6,399105
LMS-1997-3,486212
LMS-2000-1,688828
LMS-2002-1,688828
LMS-1745-2,664162
LMS-1745-2,763058
LMS-2244-287,
LMS-2002-1,45611
LMS-2002-1,837334
LMS-2002-1,72701
LMS-2001-1,837334
LMS-1624-2,894048
LMS-2175-3,77903
LMS-2002-1,721391
LMS-1714-3,478408
LMS-1352-2,617283
LMS-2002-1,87941
LMS-1888-8,102875
LMS-1355-2,905784
LMS-1996-7,770914
LMS-1888-8,631652
LMS-1714-3,67336
LMS-1354-3,
LMS-2242-7,140927
LMS-1327-40,88373
LMS-1714-3,132953
LMS-1336-2,769000
LMS-1347-2,769000
LMS-1354-3,769000
LMS-1714-3,769000
LMS-1888-8,597587
LMS-1346-2,440908
LMS-1327-40,200483
LMS-1929-2,200483
LMS-1347-2,752334
LMS-1303-220,274878
LMS-1303-220,97234
LMS-1564-209,988837
LMS-1996-7,118675
LMS-1335-6,10011491
LMS-1338-2,10011491
LMS-1356-2,238111
LMS-1996-7,949173
LMS-2175-3,571647
LMS-1347-2,10026739
LMS-1352-2,10026739
LMS-1999-3,79191
LMS-1737-5,656520
LMS-1999-3,656520
LMS-2000-1,656520
LMS-1355-2,10007395
LMS-1732-1,686171
LMS-1344-3,344102
LMS-1354-3,543182
LMS-1888-8,910652
LMS-1714-3,788622
LMS-1289-3,735066
LMS-1354-3,244584
LMS-1714-3,244584
LMS-1349-2,10042952
LMS-2000-1,867049
LMS-1888-8,867049
LMS-1745-2,884102
LMS-1997-3,827182
LMS-1335-6,848922
LMS-2168-240,234304
LMS-2168-240,917018
LMS-1564-186,593355
LMS-1340-2,
LMS-1714-3,46714
LMS-1354-3,791871
LMS-2175-3,470984
LMS-1715-2,10037599
LMS-2000-1,908583
LMS-1920-2,559644
LMS-1737-5,10037599
LMS-1999-3,782796
LMS-1356-2,
LMS-1354-3,518090
LMS-1957-188,431869
LMS-2244-259,850085
LMS-2244-259,432684
LMS-2244-259,936819
LMS-2244-259,684222
LMS-2244-259,522300
LMS-2193-263,321943
LMS-2193-263,683574
LMS-1624-2,861012
LMS-2002-1,925305
LMS-2002-1,756020
LMS-1999-3,756020
LMS-2001-1,657303
LMS-2000-1,825750
LMS-1354-3,766373
LMS-1714-3,547364
LMS-1737-5,826488
LMS-2002-1,831072
LMS-1714-3,825750
LMS-1714-3,663568
LMS-1714-3,826880
LMS-2002-1,826880
LMS-1888-8,969019
LMS-1737-5,547364
LMS-2193-289,116127
LMS-2193-289,719757
LMS-2193-289,321484
LMS-2193-291,353030
LMS-2193-291,864130
LMS-2244-300,324566
LMS-2244-300,675755
LMS-2244-295,731923
LMS-2244-295,234195
LMS-2244-295,739552
LMS-2244-295,257007
LMS-2244-295,333122
LMS-2244-295,491741
LMS-2244-295,921582
LMS-2000-1,458811
LMS-2001-1,458811
LMS-2193-287,731923
LMS-2193-287,731939
LMS-2193-287,900925
LMS-2193-287,783399
LMS-2193-287,739552
LMS-2193-287,989596
LMS-2193-287,257007
LMS-2193-287,491741
LMS-2193-287,792719
LMS-2193-287,921582
LMS-1714-3,327354
LMS-2244-296,185860
LMS-1737-5,825750
LMS-1354-3,777953
LMS-2000-1,855795
LMS-2002-1,855795
LMS-2003-1,657303
LMS-2000-1,213527
LMS-2000-1,361002
LMS-1888-8,583755
LMS-2001-1,341016
LMS-1714-3,67840
LMS-1888-8,807738
LMS-1888-8,715363
LMS-2000-1,615527
LMS-1888-8,615527
LMS-1570-1,10007281
LMS-2000-1,841486
LMS-1888-8,841486
LMS-2000-1,506103
LMS-1355-2,10023285
LMS-1732-1,116127
LMS-2002-1,116127
LMS-2002-1,914994
LMS-2244-300,483453
LMS-1335-6,783115
LMS-2001-1,3508
LMS-1957-171,655046
LMS-1957-171,69062
LMS-1957-171,871119
LMS-1957-171,462288
LMS-1356-2,679789
LMS-1355-2,741968
LMS-1714-3,175770
LMS-1564-212,467026
LMS-2000-1,335763
LMS-1714-3,401131
LMS-1996-7,624029
LMS-2002-1,788622
LMS-1356-2,556805
LMS-1996-7,519817
LMS-1996-7,704577
LMS-1745-2,176203
LMS-2001-1,64478
LMS-2000-1,219731
LMS-1715-2,787833
LMS-2001-1,824526
LMS-2000-1,10028660
LMS-1336-2,994110
LMS-1996-7,670007
LMS-1354-3,994110
LMS-1303-224,901152
LMS-1303-224,492502
LMS-1714-3,10028660
LMS-1336-2,262278
LMS-1340-2,597587
LMS-1929-2,10012713
LMS-1570-1,10012713
LMS-1342-2,10022398
LMS-1957-116,839279
LMS-1957-116,352020
LMS-1957-116,923844
LMS-1957-116,994810
LMS-1957-116,187606
LMS-1335-6,16048
LMS-2183-36,33879
LMS-2183-36,107426
LMS-2183-36,110015
LMS-2183-36,559984
LMS-2183-36,871487
LMS-2183-36,927059
LMS-2183-36,967738
LMS-2183-36,993835
LMS-2183-36,999815
LMS-1345-2,10010069
LMS-1737-5,612618
LMS-2175-3,310178
LMS-2000-1,258059
LMS-2231-1,841627
LMS-2000-1,924717
LMS-1714-3,924717
LMS-2002-1,258059
LMS-2000-1,428415
LMS-2002-1,797964
LMS-2001-1,797964
LMS-1355-2,683760
LMS-2000-1,827820
LMS-2002-1,827820
LMS-2000-1,679570
LMS-1354-3,506458
LMS-1336-2,
LMS-2002-1,797245
LMS-2001-1,494163
LMS-2244-313,630649
LMS-2244-313,950474
LMS-2244-313,353519
LMS-2000-1,268544
LMS-1714-3,913428
LMS-2193-305,946275
LMS-2193-305,872666
LMS-2193-305,573072
LMS-2193-305,577535
LMS-2193-305,233249
LMS-2193-305,615341
LMS-2193-305,256512
LMS-1356-2,458869
LMS-1737-5,566593
LMS-1714-3,840211
LMS-1888-8,648989
LMS-2002-1,566593
LMS-2002-1,839549
LMS-2244-314,306440
LMS-2244-314,354339
LMS-2244-314,921326
LMS-1888-8,233873
LMS-2193-306,475628
LMS-2193-306,480034
LMS-2193-306,967441
LMS-2244-315,584216
LMS-2193-307,550791
LMS-2002-1,828432
LMS-1737-5,704577
LMS-2244-316,434901
LMS-2244-316,854532
LMS-1336-2,870563
LMS-1714-3,648911
LMS-2193-308,57973
LMS-2193-308,800544
LMS-2193-308,353433
LMS-2193-308,232623
LMS-2193-309,123274
LMS-2193-309,347300
LMS-1714-3,314104
LMS-2001-1,314104
LMS-2244-318,562820
LMS-2244-318,867672
LMS-2244-318,357364
LMS-2244-318,541000
LMS-2244-318,347300
LMS-1745-2,409803
LMS-1929-2,827182
LMS-2175-3,343104
LMS-1347-2,827182
LMS-1320-340,788824
LMS-1335-6,52518
LMS-1338-2,757271
LMS-2244-48,393418
LMS-1714-3,818793
LMS-1487-32,235003
LMS-1336-2,10006789
LMS-1714-3,100186
LMS-1344-3,10009019
LMS-2244-51,421240
LMS-1996-7,15199
LMS-1996-7,615487
LMS-1327-40,10007399
LMS-1714-3,10006917
LMS-1888-8,333122
LMS-2183-36,298952
LMS-2183-36,834370
LMS-2183-36,787906
LMS-2183-36,232278
LMS-2183-36,676808
LMS-2193-153,107436
LMS-2193-153,715577
LMS-1356-2,909188
LMS-1714-3,909188
LMS-2241-8,628947
LMS-2241-8,378366
LMS-1996-7,679789
LMS-1737-5,931625
LMS-1347-2,755262
LMS-2270-2,559920
LMS-2002-1,761996
LMS-1340-2,10013825
LMS-1347-2,972468
LMS-1339-2,972468
LMS-1338-2,328014
LMS-2241-6,957774
LMS-1998-3,722616
LMS-1354-3,458487
LMS-2000-1,135389
LMS-2244-37,90421
LMS-2001-1,49045
LMS-1929-2,10011178
LMS-1714-3,49045
LMS-2244-83,768737
LMS-2244-83,98875
LMS-2244-83,297357
LMS-2244-83,132718
LMS-2244-83,691835
LMS-2244-83,347425
LMS-2244-83,417443
LMS-2244-74,945783
LMS-2244-74,599886
LMS-2244-74,280882
LMS-2244-74,480720
LMS-1340-2,10025686
LMS-1929-2,293139
LMS-1355-2,293139
LMS-1888-8,67056
LMS-1714-3,67056
LMS-1888-8,596243
LMS-1745-2,779065
LMS-1737-5,755653
LMS-1737-5,870749
LMS-1335-6,944007
LMS-1356-2,953644
LMS-1714-3,324235
LMS-1888-8,324566
LMS-1335-6,69595
LMS-1335-6,472172
LMS-1335-6,989184
LMS-1888-8,894943
LMS-1737-5,894943
LMS-1998-3,890527
LMS-2000-1,657269
LMS-2001-1,657269
LMS-1714-3,10034226
LMS-1344-3,496279
LMS-1999-3,619884
LMS-1327-40,908841
LMS-2000-1,633985
LMS-2002-1,825794
LMS-1443-4,651978
LMS-1336-2,237298
LMS-1714-3,472172
LMS-1929-2,10007162
LMS-1336-2,352574
LMS-2244-75,220580
LMS-2244-75,633668
LMS-1354-3,352574
LMS-2244-86,729244
LMS-2244-86,675075
LMS-2244-86,103591
LMS-2244-86,531886
LMS-2244-86,664614
LMS-2244-86,521487
LMS-1935-28,551558
LMS-1935-28,384319
LMS-1935-28,987528
LMS-1888-8,598662
LMS-2244-84,13860
LMS-2244-84,148765
LMS-2244-84,267179
LMS-2244-84,839887
LMS-2244-84,507537
LMS-1335-6,203856
LMS-1714-3,361805
LMS-1888-8,361805
LMS-1888-8,473714
LMS-1344-3,10011487
LMS-1355-2,10011487
LMS-1624-2,964183
LMS-1737-5,473714
LMS-1996-7,473714
LMS-2000-1,441959
LMS-1338-2,10011950
LMS-1356-2,697756
LMS-1888-8,905966
LMS-2001-1,473714
LMS-1336-2,10024833
LMS-1354-3,924214
LMS-1345-2,924214
LMS-1354-3,10007162
LMS-1336-2,10006791
LMS-2244-90,579139
LMS-2244-90,207478
LMS-1888-8,10007351
LMS-1999-3,82423
LMS-1327-40,421780
LMS-2244-92,291767
LMS-1957-107,917036
LMS-1344-3,422768
LMS-1570-1,421780
LMS-1344-3,978346
LMS-1344-3,976352
LMS-2168-136,66276
LMS-2168-136,138492
LMS-1931-58,601992
LMS-1931-58,936447
LMS-1307-78,246170
LMS-1307-78,584134
LMS-1307-78,511068
LMS-1339-2,575407
LMS-2168-10,419910
LMS-2168-10,682057
LMS-2168-10,538108
LMS-1920-2,82423
LMS-2168-10,774781
LMS-1356-2,82423
LMS-1737-5,383104
LMS-1356-2,738064
LMS-1714-3,800606
LMS-2002-1,583649
LMS-2000-1,583649
LMS-1624-2,
LMS-1527-97,551558
LMS-1527-97,414305
LMS-1527-97,165062
LMS-1527-97,124785
LMS-1996-7,10013825
LMS-1303-228,647189
LMS-1303-228,433114
LMS-1303-228,884056
LMS-1303-228,100565
LMS-1303-228,262686
LMS-1303-228,91728
LMS-1303-228,25212
LMS-1982-9,857753
LMS-1982-9,601705
LMS-1564-218,851738
LMS-1564-218,169524
LMS-2244-100,67354
LMS-2244-100,413372
LMS-2244-100,684258
LMS-2193-36,134814
LMS-2193-36,315436
LMS-2193-36,980802
LMS-2193-36,490630
LMS-2244-101,684766
LMS-2244-101,918003
LMS-2244-101,532563
LMS-2244-101,80382
LMS-2244-101,558615
LMS-1320-340,210312
LMS-1289-3,96988
LMS-1344-3,10013825
LMS-1345-2,10013825
LMS-1335-6,10007260
LMS-1714-3,918119
LMS-1888-8,918119
LMS-2000-1,918119
LMS-1920-2,383104
LMS-1996-7,394985
LMS-2001-1,394985
LMS-1935-30,583267
LMS-1939-25,782074
LMS-1939-25,165062
LMS-1939-25,636597
LMS-1737-5,784571
LMS-2244-102,920846
LMS-2244-102,592404
LMS-2244-102,584275
LMS-2244-102,543918
LMS-2244-103,996278
LMS-2244-103,336270
LMS-2244-103,216903
LMS-2244-103,896609
LMS-1338-2,311717
LMS-1998-3,311717
LMS-1354-3,91350
LMS-2244-81,717494
LMS-2244-81,621371
LMS-2244-81,87660
LMS-2244-81,245387
LMS-2244-81,740655
LMS-2244-81,264577
LMS-2244-81,263534
LMS-2001-1,784571
LMS-1354-3,444089
LMS-1737-5,343828
LMS-1345-2,262302
LMS-1327-40,262302
LMS-2244-122,163348
LMS-1336-2,444089
LMS-1737-5,203856
LMS-1342-2,826221
LMS-1737-5,826221
LMS-1999-3,826221
LMS-1356-2,826221
LMS-2244-93,268143
LMS-2244-93,276627
LMS-2244-93,267485
LMS-2244-93,249065
LMS-2244-93,921980
LMS-2244-93,346414
LMS-2244-96,859087
LMS-2244-96,527142
LMS-2244-96,158521
LMS-2244-96,577077
LMS-2244-97,215215
LMS-2244-97,106643
LMS-2244-97,228835
LMS-2244-97,626469
LMS-2244-97,216886
LMS-2244-97,20384
LMS-1347-2,387427
LMS-2244-98,136120
LMS-2244-98,272457
LMS-2244-98,270733
LMS-2244-98,414907
LMS-2244-98,357821
LMS-2244-98,435466
LMS-2244-104,276382
LMS-2244-104,348913
LMS-2244-104,481643
LMS-2244-104,900360
LMS-2244-104,854885
LMS-2244-104,502108
LMS-2244-104,961394
LMS-2244-99,435966
LMS-2244-99,566195
LMS-2244-99,485920
LMS-2244-99,622180
LMS-2244-99,990242
LMS-2244-99,947088
LMS-2168-54,11201
LMS-2168-54,455565
LMS-2241-7,983633
LMS-1336-2,952786
LMS-1999-3,952786
LMS-2244-109,923947
LMS-2244-109,194885
LMS-2244-109,925436
LMS-2244-109,809195
LMS-2244-109,770182
LMS-2244-109,95966
LMS-2244-109,794413
LMS-2244-110,702010
LMS-2244-110,197923
LMS-1354-3,482485
LMS-2000-1,756106
LMS-1737-5,461040
LMS-2000-1,982916
LMS-2002-1,982916
LMS-1354-3,662034
LMS-1354-3,662159
LMS-1335-6,177464
LMS-1714-3,664068
LMS-1335-6,908491
LMS-1335-6,46051
LMS-1336-2,206129
LMS-1354-3,206129
LMS-1336-2,731078
LMS-1737-5,731078
LMS-1714-3,98713
LMS-1714-3,731078
LMS-1737-5,98713
LMS-1354-3,
LMS-1929-2,
LMS-1344-3,10011857
LMS-1335-6,858114
LMS-2000-1,800606
LMS-1888-8,782686
LMS-1714-3,799515
LMS-1714-3,782686
LMS-1714-3,732069
LMS-1714-3,690477
LMS-1356-2,150207
LMS-1920-2,512450
LMS-2242-10,150207
LMS-1624-2,151081
LMS-1342-2,10013608
LMS-2001-1,963173
LMS-1714-3,827154
LMS-2003-1,357384
LMS-2004-1,357384
LMS-1306-88,786112
LMS-1571-76,506507
LMS-1931-61,684822
LMS-1336-2,
LMS-1714-3,
LMS-1888-8,
LMS-2000-1,
LMS-2001-1,
LMS-2003-1,
LMS-1888-8,851761
LMS-1336-2,662159
LMS-1336-2,46051
LMS-1888-8,948432
LMS-1714-3,948432
LMS-1327-40,474663
LMS-1354-3,963926
LMS-1714-3,169364
LMS-2000-1,471640
LMS-2001-1,471640
LMS-1714-3,955287
LMS-1714-3,797964
LMS-1336-2,10023443
LMS-1340-2,10023443
LMS-2307-3,355620
LMS-1345-2,679992
LMS-1327-40,679992
LMS-1487-32,679992
LMS-1714-3,51956
LMS-1737-5,679992
LMS-1335-6,981554
LMS-1336-2,981554
LMS-1737-5,981554
LMS-1443-4,626744
LMS-1714-3,981387
LMS-1330-129,204497
LMS-1330-129,845493
LMS-1330-129,558467
LMS-1323-136,10007262
LMS-1323-136,702458
LMS-1323-136,654367
LMS-1323-136,900975
LMS-1345-2,145715
LMS-1888-8,794936
LMS-2000-1,396374
LMS-1714-3,499193
LMS-1354-3,472172
LMS-1999-3,815589
LMS-1443-4,908766
LMS-1336-2,422301
LMS-1354-3,422301
LMS-1335-6,706723
LMS-1336-2,10006763
LMS-1345-2,10007399
LMS-1335-6,10006780
LMS-1714-3,201391
LMS-1888-8,497647
LMS-2242-10,69062
LMS-1714-3,301274
LMS-1338-2,667124
LMS-1354-3,471516
LMS-1529-182,626349
LMS-1529-182,314066
LMS-1336-2,596035
LMS-1737-3,471516
LMS-1487-32,10007268
LMS-1356-2,746058
LMS-2200-20,581068
LMS-1729-22,841664
LMS-1729-22,855682
LMS-1344-3,597841
LMS-1487-32,593513
LMS-2001-1,259665
LMS-2002-1,259665
LMS-1888-8,871581
LMS-1443-4,54006
LMS-1888-8,506057
LMS-1714-3,439973
LMS-1714-3,605412
LMS-2244-325,508289
LMS-2244-325,804113
LMS-2244-325,267012
LMS-2244-325,555594
LMS-2244-325,471263
LMS-2244-325,34408
LMS-2244-325,863724
LMS-2002-1,82566
LMS-2003-1,605412
LMS-1888-8,82566
LMS-1714-3,823819
LMS-2193-318,851571
LMS-2193-318,967253
LMS-2193-318,605235
LMS-2193-318,791724
LMS-2244-326,974567
LMS-2244-326,645769
LMS-2244-326,851571
LMS-2244-326,967253
LMS-2000-1,913438
LMS-1355-2,888537
LMS-1888-8,839314
LMS-1335-6,783650
LMS-1340-2,10010316
LMS-1745-2,315666
LMS-1327-40,925415
LMS-2000-1,858254
LMS-1354-3,62976
LMS-1356-2,358836
LMS-1354-3,885029
LMS-1327-40,
LMS-1340-2,10011323
LMS-1327-40,798491
LMS-1354-3,333322
LMS-1335-6,
LMS-1996-7,433589
LMS-1624-2,141825
LMS-1327-40,8474
LMS-1336-2,10010316
LMS-2000-1,201391
LMS-1289-3,10010316
LMS-1354-3,10010316
LMS-1326-4,124901
LMS-1529-188,750340
LMS-1356-2,690469
LMS-1344-3,10010316
LMS-1340-2,527737
LMS-1356-2,667786
LMS-1737-3,41833
LMS-1737-3,467116
LMS-1996-7,41833
LMS-1996-7,889493
LMS-1996-7,952815
LMS-1997-3,467116
LMS-1999-3,889493
LMS-1999-3,952815
LMS-1999-3,686178
LMS-1999-3,467116
LMS-2168-112,755815
LMS-2168-112,604320
LMS-2168-112,487939
LMS-1335-6,147285
LMS-1714-3,745192
LMS-1997-3,433589
LMS-1344-3,316297
LMS-1307-66,524958
LMS-1307-66,385236
LMS-1307-66,38047
LMS-1571-61,397713
LMS-1306-71,913009
LMS-1356-2,10006780
LMS-1570-1,10006780
LMS-1354-3,222772
LMS-1347-2,978346
LMS-1342-2,748510
LMS-1737-3,10006780
LMS-1443-4,10006780
LMS-2002-1,559259
LMS-2001-1,559259
LMS-1289-3,1007396
LMS-1335-6,902883
LMS-1888-8,757389
LMS-1335-6,852241
LMS-1335-6,100358
LMS-1745-2,398734
LMS-1335-6,625853
LMS-1888-8,100358
LMS-1888-8,989596
LMS-1335-6,989596
LMS-1737-3,989596
LMS-1996-7,989596
LMS-2175-3,242492
LMS-1888-8,367976
LMS-1737-3,997882
LMS-1342-2,702458
LMS-2000-1,924822
LMS-1714-3,580049
LMS-1355-2,911459
LMS-1715-2,23724
LMS-2175-3,995877
LMS-1570-1,10006890
LMS-1570-1,10007136
LMS-1443-4,10006610
LMS-1345-2,10006306
LMS-2000-1,31624
LMS-1335-6,835974
LMS-1714-3,436513
LMS-1531-136,17942
LMS-1888-8,436513
LMS-1342-2,817227
LMS-1996-7,394734
LMS-2000-1,657647
LMS-1888-8,287157
LMS-1339-2,25359
LMS-1347-2,10018298
LMS-1336-2,10018298
LMS-1888-8,791831
LMS-1714-3,783978
LMS-1345-2,918787
LMS-1344-3,918787
LMS-1342-2,918787
LMS-1531-136,955029
LMS-1737-3,791831
LMS-1342-2,805210
LMS-1340-2,424842
LMS-1345-2,453535
LMS-1344-3,690469
LMS-1356-2,68527
LMS-2002-1,828008
LMS-2193-314,34397
LMS-2193-314,851872
LMS-2193-314,386015
LMS-2193-314,269212
LMS-1888-8,827068
LMS-2244-324,961592
LMS-2244-324,604147
LMS-2193-319,315015
LMS-2193-319,507159
LMS-2193-319,727332
LMS-2193-319,608449
LMS-2193-319,788423
LMS-1289-3,733906
LMS-2244-327,458681
LMS-2244-327,139577
LMS-2244-327,646761
LMS-2244-327,608449
LMS-2244-327,198627
LMS-2244-327,631815
LMS-2244-327,621198
LMS-2244-327,122759
LMS-2175-3,872750
LMS-2001-1,657375
LMS-2193-320,207185
LMS-2193-320,35572
LMS-2193-320,386038
LMS-2193-320,447580
LMS-1354-3,497351
LMS-2001-1,497351
LMS-2244-328,306680
LMS-2244-328,763671
LMS-2244-328,162225
LMS-2244-328,902883
LMS-2000-1,825090
LMS-2193-310,100564
LMS-2193-310,770904
LMS-2193-310,101671
LMS-2244-319,200148
LMS-2244-319,172166
LMS-2244-319,951501
LMS-2244-319,792149
LMS-1888-8,
LMS-1356-2,
LMS-1715-2,
LMS-1327-50,433479
LMS-1327-50,466612
LMS-1327-50,987504
LMS-1327-50,689352
LMS-1327-50,460568
LMS-2244-335,46285
LMS-2193-331,784694
LMS-1347-2,894048
LMS-1714-3,654176
LMS-2000-1,181290
LMS-1714-3,475321
LMS-1888-8,271836
LMS-1714-3,582481
LMS-1714-3,825624
LMS-1714-3,442136
LMS-1714-3,750281
LMS-1888-8,378054
LMS-1737-5,777953
LMS-1354-3,466019
LMS-1355-2,466019
LMS-2001-1,378054
LMS-1356-2,59715
LMS-2193-330,272735
LMS-2193-330,168924
LMS-2193-330,771650
LMS-2193-330,165687
LMS-2193-330,102185
LMS-2193-330,792158
LMS-1354-3,10004972
LMS-1714-3,389481
LMS-1737-5,496664
LMS-1996-7,496664
LMS-1714-3,684142
LMS-1888-8,585501
LMS-2002-1,356680
LMS-1888-8,474814
LMS-1714-3,597951
LMS-1714-3,915558
LMS-1888-8,389481
LMS-2193-329,967116
LMS-2193-329,348743
LMS-2193-329,562795
LMS-2193-329,661026
LMS-2193-329,670135
LMS-2193-329,228148
LMS-2193-329,295667
LMS-1737-5,82566
LMS-1715-2,888537
LMS-1355-2,684442
LMS-2244-333,660143
LMS-2244-333,967116
LMS-2244-333,54895
LMS-2244-333,436513
LMS-1715-2,924383
LMS-1996-7,924383
LMS-2001-1,290726
LMS-1888-8,824054
LMS-2000-1,777953
LMS-2001-1,457095
LMS-2002-1,457095
LMS-2244-333,228148
LMS-2244-333,295667
LMS-2001-1,558502
LMS-1714-3,527175
LMS-1327-40,129187
LMS-1888-8,683727
LMS-1888-8,651393
LMS-2001-1,842192
LMS-1920-2,252019
LMS-1355-2,252019
LMS-1745-2,666613
LMS-1957-170,44773
LMS-1775-3,720871
LMS-2175-3,720871
LMS-1888-8,527203
LMS-1737-5,765624
LMS-1888-8,856262
LMS-2003-1,438
LMS-1355-2,475163
LMS-1745-2,389063
LMS-1888-8,475217
LMS-1929-2,783650
LMS-1327-40,10007162
LMS-1888-8,684238
LMS-2002-1,548408
LMS-1714-3,684238
LMS-1888-8,520117
LMS-2193-335,610135
LMS-2193-335,837037
LMS-1354-3,200383
LMS-2193-336,600037
LMS-1327-51,555992
LMS-1327-51,731852
LMS-1327-51,609294
LMS-1737-5,19017
LMS-1714-3,573020
LMS-2001-1,573020
LMS-2001-1,571496
LMS-2001-1,572425
LMS-2000-1,635470
LMS-2002-1,635470
LMS-1996-7,19017
LMS-1443-4,258186
LMS-1888-8,474879
LMS-1888-8,10991
LMS-1714-3,950183
LMS-1714-3,773292
LMS-1888-8,311624
LMS-1354-3,683838
LMS-1355-2,683838
LMS-1888-8,507837
LMS-2000-1,829373
LMS-1888-8,495221
LMS-1354-3,528932
LMS-2002-1,526345
LMS-1714-3,631101
LMS-1888-8,631101
LMS-1888-8,828949
LMS-1745-2,438588
LMS-1338-2,592955
LMS-1570-1,934631
LMS-1929-2,934631
LMS-1354-3,
LMS-1888-8,
LMS-2002-1,
LMS-2003-1,
LMS-2004-1,
LMS-1352-2,10014641
LMS-1338-2,10014641
LMS-1306-76,995971
LMS-1307-70,995971
LMS-1306-76,771971
LMS-1306-76,395052
LMS-1306-76,988837
LMS-1714-3,569279
LMS-1888-8,215469
LMS-1997-3,215469
LMS-1355-2,683234
LMS-1342-2,612618
LMS-1714-3,438208
LMS-1996-7,821895
LMS-1335-6,10006792
LMS-1339-2,502586
LMS-1344-3,612618
LMS-1344-3,421780
LMS-1737-3,369124
LMS-1729-23,846524
LMS-1729-23,249664
LMS-1929-2,495900
LMS-1737-5,10012713
LMS-2245-1,343104
LMS-1714-3,10028890
